name,carbs_per_100g
"Fish, anchovy, european, canned in oil, drained solids",0
"Fish, bass, fresh water, mixed species, raw",0
"Fish, carp, cooked, dry heat",0
"Fish, catfish, channel, wild, raw",0
"Fish, catfish, channel, cooked, breaded and fried",8.04
"Fish, caviar, black and red, granular",4
"Fish, cod, Atlantic, canned, solids and liquid",0
"Fish, cod, Atlantic, dried and salted",0
"Fish, cod, Pacific, raw (may have been previously frozen)",0
"Fish, croaker, Atlantic, raw",0
"Fish, eel, mixed species, raw",0
"Fish, eel, mixed species, cooked, dry heat",0
"Fish, fish sticks, frozen, prepared",21.66
"Fish, flatfish (flounder and sole species), raw",0
"Fish, flatfish (flounder and sole species), cooked, dry heat",0
"Fish, haddock, cooked, dry heat",0
"Fish, haddock, smoked",0
"Fish, halibut, Atlantic and Pacific, raw",0
"Fish, halibut, Atlantic and Pacific, cooked, dry heat",0
"Crustaceans, crab, alaska king, cooked, moist heat",0
"Crustaceans, crab, alaska king, imitation, made from surimi",15
"Crustaceans, crab, blue, raw",0.04
"Crustaceans, crab, blue, cooked, moist heat",0
"Crustaceans, crayfish, mixed species, wild, raw",0
"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",0
"Crustaceans, lobster, northern, raw",0
"Crustaceans, lobster, northern, cooked, moist heat",0
"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",0.91
"Crustaceans, spiny lobster, mixed species, raw",2.43
"Mollusks, abalone, mixed species, raw",6.01
"Mollusks, abalone, mixed species, cooked, fried",11.05
"Mollusks, clam, mixed species, raw",3.57
"Mollusks, cuttlefish, mixed species, raw",0.82
"Mollusks, mussel, blue, raw",3.69
"Mollusks, mussel, blue, cooked, moist heat",7.39
"Mollusks, octopus, common, raw",2.2
"Mollusks, oyster, Pacific, raw",4.95
"Mollusks, scallop, mixed species, raw",3.18
"Mollusks, scallop, mixed species, cooked, breaded and fried",10.13
"Mollusks, scallop, mixed species, imitation, made from surimi",10.62
"Mollusks, squid, mixed species, raw",3.08
"Fish, salmon, chum, canned, without salt, drained solids with bone",0
"Fish, salmon, pink, canned, without salt, solids with bone and liquid",0
"Fish, salmon, sockeye, canned, without salt, drained solids with bone",0
"Fish, tuna, light, canned in oil, without salt, drained solids",0
"Fish, bass, striped, cooked, dry heat",0
"Fish, bluefish, cooked, dry heat",0
"Fish, burbot, cooked, dry heat",0
"Fish, butterfish, cooked, dry heat",0
"Fish, halibut, greenland, cooked, dry heat",0
"Fish, herring, Pacific, cooked, dry heat",0
"Fish, ling, cooked, dry heat",0
"Fish, lingcod, cooked, dry heat",0
"Fish, mackerel, king, cooked, dry heat",0
"Fish, pollock, Atlantic, cooked, dry heat",0
"Fish, pout, ocean, cooked, dry heat",0
"Fish, roe, mixed species, cooked, dry heat",1.92
"Fish, sablefish, cooked, dry heat",0
"Fish, scup, cooked, dry heat",0
"Fish, seatrout, mixed species, cooked, dry heat",0
"Fish, shad, american, cooked, dry heat",0
"Fish, spot, cooked, dry heat",0
"Fish, turbot, european, cooked, dry heat",0
"Fish, whitefish, mixed species, cooked, dry heat",0
"Fish, wolffish, Atlantic, cooked, dry heat",0
"Fish, yellowtail, mixed species, cooked, dry heat",0
"Mollusks, octopus, common, cooked, moist heat",4.4
"Mollusks, oyster, Pacific, cooked, moist heat",9.9
"Fish, roughy, orange, cooked, dry heat",0
"Lima beans, large, mature seeds, raw",63.38
"Lima beans, large, mature seeds, cooked, boiled, without salt",20.88
"Lima beans, large, mature seeds, canned",14.91
"Lima beans, thin seeded (baby), mature seeds, raw",62.83
"Mung beans, mature seeds, raw",62.62
"Mung beans, mature seeds, cooked, boiled, without salt",19.15
"Noodles, chinese, cellophane or long rice (mung beans), dehydrated",86.09
"Mungo beans, mature seeds, raw",58.99
"Peanuts, all types, cooked, boiled, with salt",21.26
"Peanuts, all types, oil-roasted, with salt",15.26
"Peanuts, all types, dry-roasted, with salt",21.26
"Peanuts, spanish, raw",15.83
"Peanuts, virginia, oil-roasted, with salt",19.86
"Peanut butter, chunk style, with salt",21.57
"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",22.31
"Peanut flour, defatted",34.7
"Meat extender",34.71
"Sausage, meatless",8.09
"Soybeans, mature seeds, raw",30.16
"Soybeans, mature cooked, boiled, without salt",8.36
"Tempeh",7.64
"Soy flour, full-fat, raw",31.92
"Soy flour, full-fat, roasted",30.38
"Soy flour, defatted",33.92
"Soy protein isolate",0
"Soy sauce made from soy and wheat (shoyu)",4.93
"Soy sauce made from soy (tamari)",5.57
"Soy sauce made from hydrolyzed vegetable protein",7.84
"Tofu, salted and fermented (fuyu)",4.38
"Yardlong beans, mature seeds, raw",61.91
"Yardlong beans, mature seeds, cooked, boiled, without salt",21.09
"Winged beans, mature seeds, raw",41.71
"Lentils, pink or red, raw",63.1
"Beans, kidney, red, mature seeds, canned, drained solids",21.49
"Beans, pinto, canned, drained solids",20.22
"Veggie burgers or soyburgers, unprepared",14.27
"Chickpea flour (besan)",57.82
"Hummus, commercial",15
"Tofu, extra firm, prepared with nigari",1.18
"Tofu, hard, prepared with nigari",4.39
"MORI-NU, Tofu, silken, soft",2.9
"Soymilk, chocolate, unfortified",9.95
"Peanut Butter, smooth (Includes foods for USDA's Food Distribution Program)",23.98
"Soymilk, chocolate, with added calcium, vitamins A and D",9.95
"Refried beans, canned, vegetarian",13.5
"Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu",2.8
"Refried beans, canned, traditional, reduced sodium",13.55
"Soybeans, mature seeds, cooked, boiled, with salt",8.36
"Soybeans, mature seeds, roasted, no salt added",30.22
"Soy protein concentrate, produced by acid wash",25.41
"Soy protein isolate, potassium type",2.59
"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",8.3
"Tofu, fried, prepared with calcium sulfate",8.86
"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",5.15
"Yardlong beans, mature seeds, cooked, boiled, with salt",21.09
"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4 fat, choice, raw",0
"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4 fat, choice, cooked",0
"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4 fat, choice, raw",0
"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4 fat, choice, cooked",0
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4 fat, choice, raw",0
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4 fat, choice, raw",0
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4 fat, choice, raw",0
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4 fat, choice, raw",0
"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, loin, separable lean and fat, trimmed to 1/4 fat, choice, raw",0
"Lamb, loin, separable lean only, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, rib, separable lean and fat, trimmed to 1/4 fat, choice, raw",0
"Lamb, rib, separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled",0
"Lamb, rib, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled",0
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4 fat, choice, raw",0
"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4 fat, choice, cooked, braised",0
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled",0
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4 fat, choice, raw",0
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4 fat, choice, cooked, braised",0
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4 fat, choice, cooked, broiled",0
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4 fat, choice, cooked, roasted",0
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4 fat, choice, raw",0
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4 fat, choice, cooked, braised",0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, raw",0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked",0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw",0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, cooked",0
"Lamb, New Zealand, imported, fore-shank, separable lean only, raw",0
"Lamb, New Zealand, imported, fore-shank, separable lean only, cooked, braised",0
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, raw",0.13
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted",0
"Game meat, moose, raw",0
"Game meat, moose, cooked, roasted",0
"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",0
"Game meat, rabbit, wild, raw",0
"Game meat, rabbit, wild, cooked, stewed",0
"Game meat, raccoon, cooked, roasted",0
"Lamb, variety meats and by-products, brain, cooked, pan-fried",0
"Veal, variety meats and by-products, brain, raw",0
"Veal, variety meats and by-products, brain, cooked, braised",0
"Veal, variety meats and by-products, brain, cooked, pan-fried",0
"Lamb, variety meats and by-products, kidneys, raw",0.82
"Lamb, variety meats and by-products, kidneys, cooked, braised",0.99
"Veal, variety meats and by-products, kidneys, raw",0.85
"Veal, variety meats and by-products, kidneys, cooked, braised",0
"Veal, variety meats and by-products, liver, cooked, pan-fried",4.47
"Lamb, variety meats and by-products, lungs, raw",0
"Lamb, variety meats and by-products, lungs, cooked, braised",0
"Veal, variety meats and by-products, lungs, raw",0
"Veal, variety meats and by-products, pancreas, raw",0
"Veal, variety meats and by-products, pancreas, cooked, braised",0
"Lamb, variety meats and by-products, spleen, raw",0
"Lamb, variety meats and by-products, spleen, cooked, braised",0
"Lamb, variety meats and by-products, tongue, raw",0
"Lamb, variety meats and by-products, tongue, cooked, braised",0
"Veal, variety meats and by-products, tongue, raw",1.91
"Veal, variety meats and by-products, tongue, cooked, braised",0
"Lamb, ground, raw",0
"Lamb, foreshank, separable lean and fat, trimmed to 1/8 fat, cooked, braised",0
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, choice, raw",0
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",0
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8 fat, choice, raw",0
"Lamb, loin, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",0
"Lamb, loin, separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",0
"Lamb, rib, separable lean and fat, trimmed to 1/8 fat, choice, raw",0
"Lamb, rib, separable lean and fat, trimmed to 1/8 fat, choice, cooked, broiled",0
"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8 fat, choice, cooked, roasted",0
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, choice, raw",0
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, choice, cooked, braised",0
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, cooked, broiled",0
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, choice, roasted",0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, cooked",0
"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8 fat, cooked, braised",0
"Lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, New Zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8 fat, cooked, roasted",0
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8 fat, cooked, braised",0
"Veal, breast, whole, boneless, separable lean and fat, raw",0
"Veal, breast, whole, boneless, separable lean and fat, cooked, braised",0
"Veal, breast, plate half, boneless, separable lean and fat, cooked, braised",0
"Veal, breast, point half, boneless, separable lean and fat, cooked, braised",0
"Veal, breast, whole, boneless, separable lean only, cooked, braised",0
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8 fat, cooked",0
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8 fat, cooked",0
"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8 fat, cooked, braised",0
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8 fat, cooked, roasted",0
"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8 fat, cooked, roasted",0
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean and fat, trimmed to 1/8 fat, cooked, roasted",0
"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8 fat, cooked, broiled",0
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean and fat, trimmed to 1/8 fat, cooked, broiled",0
"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8 fat, cooked, broiled",0
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8 fat, cooked, grilled",0
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8 fat, cooked, braised",0
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8 fat, raw",0
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8 fat, cooked, braised",0
